1,fd33ab28-4c5b-4746-ad51-f470938e38d4,4f74a854-d122-424d-a5fe-6b4970f9b4b3
2,fb1ce48b-6b3c-47fd-9620-8e1ff85a0826,bc2fdf70-9a1f-48a3-b3d7-40a93b680bc4
3,fb1ce48b-6b3c-47fd-9620-8e1ff85a0826,61c6f027-9158-40d9-a9b3-d2445e701cab
4,fb1ce48b-6b3c-47fd-9620-8e1ff85a0826,1bc0e5b4-b838-4681-a665-5bd3353bd4ba
5,f58e3a97-00c1-4260-bd9d-990390af991d,d3ab7d32-7f17-4a17-a39f-2807dca6fd53
6,f58e3a97-00c1-4260-bd9d-990390af991d,f2061931-e7b9-4ae6-a0ef-25397bcb9465
7,f58e3a97-00c1-4260-bd9d-990390af991d,e2604fd2-0b25-4e40-907f-20e4f7b0b6c2
8,9aa84e46-6b2c-466d-8200-e70a6d678b9f,337f1d64-28f3-417e-9a3c-f358e2f3140f
9,9aa84e46-6b2c-466d-8200-e70a6d678b9f,83252646-1ff9-481b-8811-d6b2d205048c
10,9aa84e46-6b2c-466d-8200-e70a6d678b9f,ccb656bf-444e-43eb-97fa-f47eef8834f8
11,85479b6a-5a77-494a-901a-01a254eae94b,68e31121-a920-4ed5-933d-941deec04e92
12,85479b6a-5a77-494a-901a-01a254eae94b,b4b416ea-23ba-40c5-841f-6e837f01bf90
13,85479b6a-5a77-494a-901a-01a254eae94b,963c912a-fc44-4ae8-9a36-57cf2c227ff1
14,83b91749-5b6c-4bca-ac91-da7ae7d8174a,73740004-eeec-4d19-9f03-6dd914bc38e7
15,83b91749-5b6c-4bca-ac91-da7ae7d8174a,0ce2b999-8e00-4905-9bc4-6a79a279bdcb
16,83b91749-5b6c-4bca-ac91-da7ae7d8174a,07d2d621-a270-49cb-ae53-9f7bcd6332cd
17,77fb4fc9-7e8f-4fd6-a048-a7a72d1ab974,2675c0db-e658-4cc2-869c-71b4180d95ec
18,77fb4fc9-7e8f-4fd6-a048-a7a72d1ab974,7d6e489b-0220-4cff-a279-857969b5d5bf
19,77fb4fc9-7e8f-4fd6-a048-a7a72d1ab974,abee2e08-0e35-45c3-a029-8f65b427d1b6
20,66d56317-0452-4403-8131-028861ebbb20,f022aa8f-e2e0-45a4-b497-6af4fd274c30
21,66d56317-0452-4403-8131-028861ebbb20,f5109553-4b40-4a2e-9e6d-f4dcb1eda308
22,66d56317-0452-4403-8131-028861ebbb20,f34be323-94fa-46d2-9937-064944edc3be
23,26878006-546a-459e-885d-925946996d6a,2b77a638-bef3-415d-a081-2a792e485314
24,26878006-546a-459e-885d-925946996d6a,ac5caf83-dfe8-4536-a996-7ed2102240c6
25,26878006-546a-459e-885d-925946996d6a,1a045333-daaf-4bb5-a3bb-8c6cbd66402b
